isi
9.945775779299232955e-01
1.245669618359908526e+00
1.385658115945299196e+00
1.367901687975435765e+00
1.927569276177575563e+00
9.955655318996504688e-01
1.587283213632206369e+00
7.304434372481352078e-01
6.383190723431010349e-01
6.086359963863772204e-01
7.488728149019520108e-01
1.118571273755691875e+00
5.884057331763415943e-01
1.169414308534264535e+00
6.239842415034748679e-01
7.762232784341233094e-01
8.304115935703042517e-01
8.434277815718469462e-01
9.640517345068434496e-01
8.917158975849708291e-01
9.650299132672475189e-01
8.080552184896229173e-01
1.111305511863009965e+00
8.385919952189384574e-01
1.328960470340105449e+00
9.087184565085792975e-01
1.640845622920255931e+00
1.118334863916445654e+00
6.099917001618285761e-01
1.091871776999062016e+00
7.055568237506764095e-01
1.100602960332313085e+00
1.129965049602345672e+00
7.855235400640168120e-01
1.164348183887507160e+00
1.216682779619724597e+00
1.609754972478862234e+00
1.126442563054532497e+00
8.652796825957078664e-01
7.944432996769507094e-01
1.107793370149980472e+00
8.402288043106099780e-01
1.043289975315456086e+00
1.179392436464968608e+00
7.609927272561246570e-01
7.695863951152522864e-01
7.957635813885007847e-01
7.078419884398297057e-01
8.143450550946567112e-01
1.365273968950170280e+00
1.084863771097456464e+00
9.695182512448123902e-01
9.089371445313835229e-01
9.980224311491399103e-01
1.605763601225508541e+00
1.190971769762608545e+00
8.726665374918113338e-01
9.749230540044229176e-01
4.654259556746418447e-01
1.163553184067740665e+00
7.706802918053918816e-01
6.885970175127033022e-01
8.693021840306576209e-01
1.523887423666329122e+00
1.088764817298833121e+00
7.652396928597018366e-01
7.772013863093538699e-01
1.218533451217222785e+00
6.788097399188653958e-01
1.403037084872133633e+00
8.367671948377056745e-01
1.260728189506124197e+00
9.901858031682632122e-01
1.599681182176547090e+00
1.424278691462241619e+00
8.950590826676667611e-01
1.106899004445540902e+00
1.285079433011873329e+00
9.127748766823025051e-01
7.919113725004413018e-01
1.000745571296959735e+00
1.067401651858233658e+00
1.606083363144151122e+00
1.135147565650656665e+00
1.052714280786575030e+00
8.349672896317421600e-01
9.181822593376791630e-01
1.571942374065211645e+00
9.258920214513728375e-01
1.101053224171412381e+00
9.798056386460618494e-01
1.146796468533328062e+00
7.091030747494634356e-01
8.691002338626511170e-01
9.611416181655071389e-01
1.140228363126817523e+00
1.204514077615342460e+00
1.325613392598484763e+00
1.051191279359037223e+00
1.859379051502318303e+00
1.449351322970696021e+00
1.392763539890597091e+00
1.104701601521912213e+00
6.591841165404586089e-01
9.576301270853030401e-01
1.145917747788878671e+00
1.073778576024281506e+00
9.046780494905503067e-01
9.202345611909811263e-01
1.095336150018765498e+00
8.111410815167831023e-01
1.138172434996767457e+00
5.688396081262454551e-01
1.381888191212482520e+00
1.121929805098399013e+00
5.946735696424686468e-01
9.222274375668830793e-01
9.394091873484998745e-01
8.907803960235214369e-01
9.444161423682032597e-01
1.323097628848873608e+00
6.504092561585721466e-01
1.077499076466970740e+00
9.607946800247271213e-01
1.347448296834413473e+00
1.138021235286762467e+00
1.092682332938327949e+00
1.543355230667075251e+00
1.046825578924885702e+00
1.044246986413345235e+00
1.559403752671848054e+00
1.166870394381889664e+00
8.385048696575835292e-01
1.079758571460742722e+00
1.302539727122514757e+00
7.551559955700941629e-01
8.718374166713658280e-01
